frame,timestamp,fish_y,sweet_y,distance,velocity,action,is_holding
2320,1765649266.1013224,283,239,44,0.00,RELEASE,False
2325,1765649266.2049446,284,239,45,0.00,RELEASE,False
2330,1765649276.4943035,151,152,-1,0.00,RELEASE,False
2335,1765649276.5924811,152,152,0,0.00,RELEASE,False
2340,1765649276.697073,151,154,-3,0.16,RELEASE,False
2345,1765649276.7929444,152,156,-4,0.29,HOLD,True
2350,1765649276.9059844,151,159,-8,0.67,HOLD,True
2355,1765649276.99474,152,162,-10,0.68,HOLD,True
2360,1765649277.1200366,151,162,-11,-0.42,HOLD,True
2365,1765649277.2310386,152,157,-5,-0.54,RELEASE,False
2370,1765649277.3335888,151,152,-1,-0.99,RELEASE,False
2375,1765649277.4343748,151,149,2,-0.25,RELEASE,False
2380,1765649277.5281503,152,144,8,-1.13,HOLD,True
2385,1765649277.6342032,151,140,11,-0.63,RELEASE,False
2390,1765649277.746502,152,140,12,-0.02,RELEASE,False
2395,1765649277.859075,152,146,6,1.22,RELEASE,False
2400,1765649277.9519806,151,151,0,1.01,RELEASE,False
2405,1765649278.0433738,151,155,-4,1.03,RELEASE,False
2410,1765649278.1574001,152,162,-10,1.63,HOLD,True
2415,1765649278.260036,151,167,-16,0.55,RELEASE,False
2420,1765649278.3608046,152,170,-18,0.30,HOLD,True
2425,1765649278.4820619,151,167,-16,-0.99,HOLD,True
2430,1765649278.5749736,152,160,-8,-1.94,HOLD,True
2435,1765649278.6918573,152,148,4,-1.62,RELEASE,False
2440,1765649278.7942042,152,139,13,-1.02,RELEASE,False
2445,1765649278.8945315,152,131,21,-1.19,RELEASE,False
2450,1765649279.0102093,152,128,24,-0.44,RELEASE,False
2455,1765649279.1111104,152,127,25,-0.05,HOLD,True
2460,1765649279.2210655,152,129,23,0.31,RELEASE,False
2465,1765649279.3037624,152,133,19,0.70,RELEASE,False
2470,1765649279.4199498,153,140,13,1.49,RELEASE,False
2475,1765649279.5444717,153,152,1,2.08,RELEASE,False
2480,1765649279.6702769,153,163,-10,2.25,RELEASE,False
2485,1765649279.7793262,153,170,-17,1.20,HOLD,True
2490,1765649279.9064815,153,174,-21,0.51,HOLD,True
2495,1765649280.008262,153,175,-22,0.05,HOLD,True
2500,1765649280.1245847,153,172,-19,-0.81,RELEASE,False
2505,1765649280.2195017,152,169,-17,-0.43,HOLD,True
2510,1765649280.325904,152,162,-10,-1.23,HOLD,True
2515,1765649280.418376,152,153,-1,-2.04,HOLD,True
2520,1765649280.512939,152,145,7,-1.50,RELEASE,False
2525,1765649280.6317449,152,136,16,-1.33,HOLD,True
2530,1765649280.7509792,152,130,22,-0.67,RELEASE,False
2535,1765649280.8329327,152,127,25,-0.68,RELEASE,False
2540,1765649280.9184723,152,127,25,-0.02,RELEASE,False
2545,1765649280.998544,152,130,22,0.78,RELEASE,False
2550,1765649281.1027598,152,138,14,1.52,RELEASE,False
2555,1765649281.184218,152,145,7,1.83,RELEASE,False
2560,1765649281.2902253,151,155,-4,2.46,HOLD,True
2565,1765649281.3782394,151,161,-10,0.83,HOLD,True
2570,1765649281.4789622,144,168,-24,1.28,HOLD,True
2575,1765649281.6030376,134,168,-34,-0.40,HOLD,True
2580,1765649281.691481,129,166,-37,-0.20,HOLD,True
2585,1765649281.8020768,122,158,-36,-1.76,HOLD,True
2590,1765649281.901313,115,145,-30,-2.49,HOLD,True
2595,1765649282.0247428,109,127,-18,-3.55,RELEASE,False
2600,1765649282.139216,104,102,2,-4.39,RELEASE,False
2605,1765649282.2309666,99,84,15,-2.86,RELEASE,False
2610,1765649282.3513966,96,71,25,-1.62,RELEASE,False
2615,1765649282.435979,93,71,22,-0.05,RELEASE,False
2620,1765649291.5386922,151,153,-2,0.12,RELEASE,False
2625,1765649291.6630068,152,156,-4,0.69,RELEASE,False
2630,1765649291.7746625,151,158,-7,0.33,HOLD,True
2635,1765649291.8900852,152,157,-5,-0.49,HOLD,True
2640,1765649291.9810834,151,152,-1,-0.80,HOLD,True
2645,1765649292.0903218,152,146,6,-1.42,RELEASE,False
2650,1765649292.1877005,151,141,10,-1.33,RELEASE,False
2655,1765649292.3041987,152,138,14,-0.45,RELEASE,False
2660,1765649292.4135053,151,140,11,0.36,RELEASE,False
2665,1765649292.5285356,152,147,5,1.42,RELEASE,False
2670,1765649292.6635814,148,156,-8,1.67,RELEASE,False
2675,1765649292.7558231,144,162,-18,1.02,HOLD,True
2680,1765649292.859336,136,166,-30,0.47,HOLD,True
2685,1765649292.9607503,131,164,-33,-0.74,HOLD,True
2690,1765649293.080177,127,157,-30,-1.05,HOLD,True
2695,1765649293.1784086,121,142,-21,-2.85,HOLD,True
2700,1765649293.2899823,119,124,-5,-3.37,RELEASE,False
2705,1765649293.3847697,116,105,11,-3.98,RELEASE,False
2710,1765649293.4928856,116,94,22,-2.56,RELEASE,False
2715,1765649293.6022496,114,84,30,-1.42,RELEASE,False
2720,1765649293.680902,115,82,33,-0.14,RELEASE,False
2725,1765649293.8009586,114,84,30,1.00,RELEASE,False
2730,1765649293.9272954,115,93,22,1.22,RELEASE,False
2735,1765649294.0259137,114,107,7,2.73,HOLD,True
2740,1765649294.1401246,115,125,-10,4.34,HOLD,True
2745,1765649294.2616704,114,138,-24,2.95,HOLD,True
2750,1765649294.365521,115,143,-28,1.06,HOLD,True
2755,1765649294.480992,114,143,-29,-0.19,HOLD,True
2760,1765649294.5913079,115,136,-21,-1.97,HOLD,True
2765,1765649294.687305,107,124,-17,-2.37,HOLD,True
2770,1765649294.7900314,92,110,-18,-2.36,HOLD,True
2775,1765649294.8999662,73,86,-13,-5.45,HOLD,True
2780,1765649294.9804919,62,73,-11,-0.70,HOLD,True
2785,1765649295.0632987,53,73,-20,-0.02,HOLD,True
2790,1765649295.1786225,43,73,-30,-0.00,HOLD,True
2795,1765649295.280177,39,73,-34,-0.00,HOLD,True
2800,1765649295.3937187,35,73,-38,-0.00,RELEASE,False
2805,1765649295.5063183,36,73,-37,-0.00,HOLD,True
2810,1765649295.6190934,36,73,-37,-0.00,HOLD,True
2815,1765649295.7058492,36,73,-37,-0.00,HOLD,True
2820,1765649295.8069673,36,73,-37,-0.00,HOLD,True
2825,1765649295.911755,37,73,-36,-0.00,HOLD,True
2830,1765649296.0186412,36,73,-37,-0.00,HOLD,True
2835,1765649296.1433244,37,73,-36,-0.00,RELEASE,False
2840,1765649296.2585723,55,73,-18,-0.00,HOLD,True
2845,1765649296.3767073,77,73,4,-0.00,RELEASE,False
2850,1765649296.4742198,95,73,22,-0.00,RELEASE,False
2855,1765649296.5650613,110,73,37,-0.00,RELEASE,False
2860,1765649296.6712723,123,73,50,-0.00,RELEASE,False
2865,1765649296.7774665,135,82,53,2.56,RELEASE,False
2870,1765649296.8735807,146,99,47,3.52,RELEASE,False
2875,1765649296.9954176,158,132,26,6.45,RELEASE,False
2880,1765649297.0945733,158,154,4,3.98,HOLD,True
2885,1765649297.1932316,169,177,-8,3.84,HOLD,True
2890,1765649297.3129587,174,199,-25,3.75,HOLD,True
2895,1765649297.4208856,179,212,-33,3.12,HOLD,True
2900,1765649297.5471346,185,222,-37,1.78,HOLD,True
2905,1765649297.6332386,180,227,-47,0.43,HOLD,True
2910,1765649297.771547,184,222,-38,-2.27,HOLD,True
2915,1765649297.8669822,180,216,-36,-1.70,HOLD,True
2920,1765649297.9810083,182,202,-20,-2.74,HOLD,True
2925,1765649298.084543,179,183,-4,-3.55,RELEASE,False
2930,1765649298.1978712,184,168,16,-3.74,HOLD,True
2935,1765649298.3369718,182,144,38,-4.93,RELEASE,False
2940,1765649298.4182622,182,136,46,-1.59,RELEASE,False
2945,1765649298.5208995,185,125,60,-1.67,RELEASE,False
2950,1765649298.59819,184,123,61,-0.24,RELEASE,False
2955,1765649298.695933,183,123,60,0.21,RELEASE,False
2960,1765649298.7833211,181,128,53,0.98,RELEASE,False
2965,1765649298.8729682,183,135,48,1.47,RELEASE,False
2970,1765649298.9875383,185,155,30,3.73,RELEASE,False
2975,1765649299.0652199,172,168,4,2.87,HOLD,True
2980,1765649299.161318,189,188,1,3.62,HOLD,True
2985,1765649299.2664146,189,203,-14,1.96,HOLD,True
2990,1765649299.40202,198,217,-19,2.06,HOLD,True
2995,1765649299.5130243,197,226,-29,0.88,HOLD,True
3000,1765649299.6175537,189,232,-43,1.03,RELEASE,False
3005,1765649299.7313664,193,234,-41,0.19,HOLD,True
3010,1765649299.855657,191,234,-43,-0.09,HOLD,True
3015,1765649370.5371459,151,151,0,-0.50,RELEASE,False
3020,1765649370.6276994,151,153,-2,0.27,RELEASE,False
3025,1765649370.7480452,152,156,-4,0.82,RELEASE,False
3030,1765649370.8563964,151,158,-7,0.21,HOLD,True
3035,1765649370.9653063,152,161,-9,0.79,HOLD,True
3040,1765649371.0911162,151,161,-10,-0.19,HOLD,True
3045,1765649371.1890547,152,158,-6,-0.19,HOLD,True
3050,1765649371.3069663,152,153,-1,-0.97,HOLD,True
3055,1765649371.4140916,151,149,2,-1.69,RELEASE,False
3060,1765649371.5213945,152,145,7,-0.99,RELEASE,False
3065,1765649371.628394,151,139,12,-1.47,RELEASE,False
3070,1765649371.7539957,152,137,15,-0.14,RELEASE,False
3075,1765649371.856887,151,140,11,0.68,RELEASE,False
3080,1765649371.9655328,152,147,5,1.27,RELEASE,False
3085,1765649372.0821629,151,158,-7,1.38,RELEASE,False
3090,1765649372.1743102,152,164,-12,1.07,HOLD,True
3095,1765649372.299471,151,168,-17,0.28,HOLD,True
3100,1765649372.3900378,152,166,-14,-0.30,HOLD,True
3105,1765649372.4909906,152,160,-8,-1.10,RELEASE,False
3110,1765649372.6109853,152,150,2,-1.25,HOLD,True
3115,1765649372.7165983,152,144,8,-0.82,HOLD,True
3120,1765649372.8142428,152,136,16,-1.78,RELEASE,False
3125,1765649372.9034233,152,133,19,-0.65,RELEASE,False
3130,1765649373.0273561,152,133,19,0.23,RELEASE,False
3135,1765649373.12362,152,136,16,0.82,RELEASE,False
3140,1765649373.2234006,152,144,8,2.12,HOLD,True
3145,1765649373.3342178,152,152,0,1.44,HOLD,True
3150,1765649373.4274595,152,158,-6,1.08,RELEASE,False
3155,1765649373.5334315,153,168,-15,1.38,HOLD,True
3160,1765649373.624483,152,171,-19,0.57,HOLD,True
3165,1765649373.7286425,153,173,-20,0.30,HOLD,True
3170,1765649373.823571,152,171,-19,-0.27,RELEASE,False
3175,1765649373.9315057,153,168,-15,-0.54,HOLD,True
3180,1765649374.0263414,152,162,-10,-1.02,HOLD,True
3185,1765649374.1218212,153,154,-1,-1.47,HOLD,True
3190,1765649374.2300856,152,146,6,-1.70,RELEASE,False
3195,1765649374.3422701,153,141,12,-0.49,HOLD,True
3200,1765649374.431318,152,132,20,-1.42,RELEASE,False
3205,1765649374.5263824,153,127,26,-0.92,RELEASE,False
3210,1765649374.6285036,152,123,29,-0.43,RELEASE,False
3215,1765649374.7444196,153,122,31,-0.04,HOLD,True
3220,1765649374.86834,152,124,28,0.53,RELEASE,False
3225,1765649374.9929688,153,129,24,1.05,RELEASE,False
3230,1765649375.095812,153,137,16,1.38,RELEASE,False
3235,1765649375.1916142,153,148,5,1.79,RELEASE,False
3240,1765649375.2886705,153,158,-5,1.81,RELEASE,False
3245,1765649375.408032,153,170,-17,2.93,HOLD,True
3250,1765649375.5115094,152,179,-27,1.40,HOLD,True
3255,1765649375.634173,153,185,-32,0.67,HOLD,True
3260,1765649375.724231,152,187,-35,0.30,HOLD,True
3265,1765649375.8242924,152,185,-33,-0.52,HOLD,True
3270,1765649375.9244137,152,180,-28,-0.61,HOLD,True
3275,1765649376.0387309,153,165,-12,-2.77,HOLD,True
3280,1765649376.1350427,152,148,4,-2.49,RELEASE,False
3285,1765649376.248488,152,135,17,-2.98,RELEASE,False
3290,1765649376.3644094,151,124,27,-2.00,HOLD,True
3295,1765649385.1208408,152,152,0,0.00,RELEASE,False
3300,1765649385.2237837,151,152,-1,0.00,HOLD,True
3305,1765649385.3370306,152,152,0,0.12,HOLD,True
3310,1765649385.4463606,151,150,1,-0.12,RELEASE,False
3315,1765649385.5552013,152,150,2,-0.03,HOLD,True
3320,1765649385.6620119,151,147,4,-0.88,RELEASE,False
3325,1765649385.7560463,152,142,10,-0.78,HOLD,True
3330,1765649385.8383093,151,137,14,-1.12,RELEASE,False
3335,1765649385.9469795,152,135,17,-0.19,RELEASE,False
3340,1765649386.0534034,151,140,11,0.96,RELEASE,False
3345,1765649386.1748133,152,149,3,1.87,RELEASE,False
3350,1765649386.2733395,151,155,-4,0.75,RELEASE,False
3355,1765649386.3773956,152,165,-13,1.55,HOLD,True
3360,1765649386.4782827,151,169,-18,0.30,HOLD,True
3365,1765649386.5861554,152,168,-16,-0.58,HOLD,True
3370,1765649386.6897006,152,163,-11,-0.67,HOLD,True
3375,1765649386.8039901,152,148,4,-3.11,RELEASE,False
3380,1765649386.9169793,151,139,12,-1.50,RELEASE,False
3385,1765649387.0185118,152,136,16,-0.64,RELEASE,False
3390,1765649387.133634,151,140,11,0.82,RELEASE,False
3395,1765649387.2657943,152,147,5,1.62,RELEASE,False
3400,1765649387.3741755,151,156,-5,1.21,RELEASE,False
3405,1765649387.481733,152,165,-13,1.66,HOLD,True
3410,1765649387.5802686,152,169,-17,0.43,RELEASE,False
3415,1765649387.6817153,154,170,-16,0.08,HOLD,True
3420,1765649387.7829955,157,169,-12,-0.12,HOLD,True
3425,1765649387.8982263,160,164,-4,-1.04,RELEASE,False
3430,1765649388.0091295,162,161,1,-0.84,RELEASE,False
3435,1765649388.1207979,164,158,6,-0.56,RELEASE,False
3440,1765649388.232476,165,154,11,-0.27,HOLD,True
3445,1765649388.3124359,166,155,11,0.12,RELEASE,False
3450,1765649388.422584,166,158,8,0.44,RELEASE,False
3455,1765649388.5331867,167,164,3,1.23,HOLD,True
3460,1765649388.6471295,166,168,-2,1.35,HOLD,True
3465,1765649388.7458193,167,170,-3,0.57,HOLD,True
3470,1765649388.8466272,167,169,-2,-0.23,RELEASE,False
3475,1765649388.9502516,166,172,-6,0.59,RELEASE,False
3480,1765649389.0559337,167,174,-7,0.30,RELEASE,False
3485,1765649389.1512473,157,178,-21,0.92,HOLD,True
3490,1765649389.2572474,136,180,-44,0.97,RELEASE,False
3495,1765649389.363603,118,182,-64,0.19,HOLD,True
3500,1765649389.488679,102,178,-76,-0.68,HOLD,True
3505,1765649389.599448,93,168,-75,-2.40,HOLD,True
3510,1765649389.6941814,89,150,-61,-2.92,HOLD,True
3515,1765649389.7767625,89,136,-47,-3.18,HOLD,True
3520,1765649389.8884223,89,108,-19,-5.19,HOLD,True
3525,1765649389.9795353,89,86,3,-2.76,HOLD,True
3530,1765649390.0870564,88,73,15,-0.65,RELEASE,False
3535,1765649390.1872761,89,73,16,-0.02,RELEASE,False
3540,1765649390.294054,88,73,15,-0.00,RELEASE,False
3545,1765649390.3918295,94,73,21,-0.00,RELEASE,False
3550,1765649390.505219,103,80,23,2.75,RELEASE,False
3555,1765649390.5969865,109,97,12,2.99,RELEASE,False
3560,1765649390.6894634,113,113,0,3.41,HOLD,True
3565,1765649390.801416,119,127,-8,2.45,RELEASE,False
3570,1765649390.907281,123,142,-19,3.20,HOLD,True
3575,1765649391.005691,128,149,-21,1.19,HOLD,True
3580,1765649391.1138775,131,152,-21,0.26,HOLD,True
3585,1765649391.2042556,134,151,-17,-0.12,HOLD,True
3590,1765649391.3284307,136,144,-8,-1.57,HOLD,True
3595,1765649391.414016,138,135,3,-1.96,HOLD,True
3600,1765649391.538347,138,124,14,-2.31,RELEASE,False
3605,1765649391.6416101,139,114,25,-1.67,RELEASE,False
3610,1765649391.7496476,139,110,29,-0.86,RELEASE,False
3615,1765649391.851972,139,109,30,-0.06,HOLD,True
3620,1765649391.954068,139,111,28,0.15,RELEASE,False
3625,1765649392.0654604,139,117,22,1.44,RELEASE,False
3630,1765649401.0283866,152,154,-2,0.50,HOLD,True
3635,1765649401.1449776,151,157,-6,1.14,HOLD,True
3640,1765649401.2553687,152,159,-7,0.79,HOLD,True
3645,1765649401.3618848,151,161,-10,0.12,RELEASE,False
3650,1765649401.4721463,152,164,-12,0.22,HOLD,True
3655,1765649401.575147,151,161,-10,-0.81,HOLD,True
3660,1765649401.6718857,152,156,-4,-0.53,HOLD,True
3665,1765649401.7812612,151,147,4,-1.70,RELEASE,False
3670,1765649401.8720324,152,141,11,-0.87,RELEASE,False
3675,1765649401.9974332,151,134,17,-0.96,RELEASE,False
3680,1765649402.0971708,152,135,17,0.47,RELEASE,False
3685,1765649402.1880314,151,141,10,1.86,HOLD,True
3690,1765649402.2934685,152,148,4,1.78,HOLD,True
3695,1765649402.3791416,151,155,-4,1.43,RELEASE,False
3700,1765649402.4860625,152,162,-10,1.70,RELEASE,False
3705,1765649402.5897806,151,168,-17,1.15,HOLD,True
3710,1765649402.6871006,152,170,-18,0.32,HOLD,True
3715,1765649402.7832947,152,166,-14,-0.90,HOLD,True
3720,1765649402.890246,151,160,-9,-1.12,HOLD,True
3725,1765649403.0005262,152,148,4,-1.07,RELEASE,False
3730,1765649403.1363745,152,137,15,-2.44,RELEASE,False
3735,1765649403.2411687,151,131,20,-0.83,RELEASE,False
3740,1765649403.3651154,152,129,23,-0.09,RELEASE,False
3745,1765649403.4518876,151,130,21,0.12,RELEASE,False
3750,1765649403.5527024,152,137,15,1.38,RELEASE,False
3755,1765649403.6629913,151,149,2,2.23,RELEASE,False
3760,1765649403.7832866,152,164,-12,3.82,HOLD,True
3765,1765649403.8935049,152,171,-19,0.99,HOLD,True
3770,1765649403.988217,151,176,-25,0.44,HOLD,True
3775,1765649404.0947223,152,176,-24,-0.46,HOLD,True
3780,1765649404.2065065,151,171,-20,-0.73,HOLD,True
3785,1765649404.3128233,152,161,-9,-2.12,HOLD,True
3790,1765649404.424081,151,146,5,-2.38,RELEASE,False
3795,1765649404.5316653,152,136,16,-2.07,RELEASE,False
3800,1765649404.6142945,151,132,19,-0.50,RELEASE,False
3805,1765649404.7069533,151,132,19,-0.02,RELEASE,False
3810,1765649404.8111324,152,137,15,1.16,RELEASE,False
3815,1765649404.8972566,151,147,4,2.13,RELEASE,False
3820,1765649405.001031,152,157,-5,1.25,HOLD,True
3825,1765649405.108355,151,169,-18,2.10,HOLD,True
3830,1765649405.2021172,152,173,-21,0.78,HOLD,True
3835,1765649405.323296,151,172,-21,-0.69,HOLD,True
3840,1765649405.4347017,152,166,-14,-1.58,HOLD,True
3845,1765649405.528514,151,154,-3,-2.52,RELEASE,False
3850,1765649405.651784,143,143,0,-1.52,HOLD,True
3855,1765649405.76918,133,133,0,-1.67,RELEASE,False
3860,1765649405.8937163,125,122,3,-2.15,RELEASE,False
3865,1765649405.9902856,118,113,5,-1.97,RELEASE,False
3870,1765649406.0947392,113,106,7,-1.22,HOLD,True
3875,1765649406.1809824,107,97,10,-1.63,HOLD,True
3880,1765649406.3170028,103,87,16,-1.68,RELEASE,False
3885,1765649406.4080284,99,84,15,-0.40,RELEASE,False
3890,1765649406.5085056,97,86,11,0.55,RELEASE,False
3895,1765649415.7636642,152,152,0,0.00,RELEASE,False
3900,1765649415.848667,151,151,0,-0.03,HOLD,True
3905,1765649415.93554,152,152,0,0.50,HOLD,True
3910,1765649416.061366,151,150,1,-0.09,RELEASE,False
3915,1765649416.155088,152,150,2,-0.01,HOLD,True
3920,1765649416.2919328,151,146,5,-0.75,RELEASE,False
3925,1765649416.378275,152,140,12,-0.93,RELEASE,False
3930,1765649416.481257,151,139,12,-0.06,RELEASE,False
3935,1765649416.571215,152,142,10,1.06,HOLD,True
3940,1765649416.669014,151,146,5,0.94,HOLD,True
3945,1765649416.7660897,152,151,1,1.19,RELEASE,False
3950,1765649416.880422,151,157,-6,1.26,RELEASE,False
3955,1765649417.0051687,152,164,-12,1.51,HOLD,True
3960,1765649417.1036284,151,165,-14,0.08,HOLD,True
3965,1765649417.2104104,152,160,-8,-0.97,RELEASE,False
3970,1765649417.3049278,151,155,-4,-0.53,HOLD,True
3975,1765649417.4047947,152,146,6,-1.30,HOLD,True
3980,1765649417.5061586,151,139,12,-1.42,RELEASE,False
3985,1765649417.630654,152,136,16,-0.64,RELEASE,False
3990,1765649417.729273,151,139,12,1.11,RELEASE,False
3995,1765649417.8356633,152,145,7,1.35,RELEASE,False
4000,1765649417.9270353,152,149,3,0.73,HOLD,True
4005,1765649418.0616896,151,157,-6,1.62,HOLD,True
4010,1765649418.172224,152,165,-13,1.61,HOLD,True
4015,1765649418.2852383,151,168,-17,0.49,HOLD,True
4020,1765649418.3903859,133,166,-33,-0.98,HOLD,True
4025,1765649418.5005631,119,162,-43,-0.75,HOLD,True
4030,1765649418.6001651,97,146,-49,-3.55,HOLD,True
4035,1765649418.7122407,82,128,-46,-4.61,HOLD,True
4040,1765649418.8324153,68,102,-34,-3.64,HOLD,True
4045,1765649418.9370763,57,75,-18,-2.80,HOLD,True
4050,1765649419.0452561,47,75,-28,-0.09,HOLD,True
4055,1765649419.1455197,38,75,-37,-0.00,HOLD,True
4060,1765649419.2501314,32,75,-43,-0.00,HOLD,True
4065,1765649419.342343,26,75,-49,-0.00,HOLD,True
4070,1765649419.4371736,24,75,-51,-0.00,HOLD,True
4075,1765649419.537028,21,75,-54,-0.00,HOLD,True
4080,1765649419.6385305,21,75,-54,-0.00,HOLD,True
4085,1765649419.7552605,20,75,-55,-0.00,HOLD,True
4090,1765649419.8637674,21,75,-54,-0.00,HOLD,True
4095,1765649419.9786184,20,75,-55,-0.00,HOLD,True
4100,1765649420.0611513,21,75,-54,-0.00,HOLD,True
4105,1765649420.180449,20,75,-55,-0.00,HOLD,True
4110,1765649420.2702382,21,75,-54,-0.00,HOLD,True
4115,1765649420.381935,20,75,-55,-0.00,HOLD,True
4120,1765649420.4820416,21,75,-54,-0.00,HOLD,True
4125,1765649420.5728867,21,75,-54,-0.00,HOLD,True
4130,1765649420.6935935,20,75,-55,-0.00,HOLD,True
4135,1765649420.7836578,21,75,-54,-0.00,HOLD,True
4140,1765649420.9095242,20,75,-55,-0.00,HOLD,True
4145,1765649421.006977,21,75,-54,-0.00,HOLD,True
4150,1765649421.0973797,47,75,-28,-0.00,HOLD,True
4155,1765649421.1975806,83,75,8,-0.00,RELEASE,False
4160,1765649421.3056839,105,75,30,-0.00,RELEASE,False
4165,1765649421.4121304,133,75,58,-0.00,RELEASE,False
4170,1765649421.4972367,152,75,77,-0.00,RELEASE,False
4175,1765649421.6180408,175,88,87,2.97,RELEASE,False
4180,1765649421.728395,194,115,79,5.06,RELEASE,False
4185,1765649421.8182693,205,138,67,3.75,RELEASE,False
4190,1765649421.944147,219,174,45,6.84,RELEASE,False
4195,1765649422.0533705,226,206,20,5.81,RELEASE,False
4200,1765649422.1693957,231,237,-6,6.90,HOLD,True
4205,1765649422.2735732,232,244,-12,0.56,HOLD,True
4210,1765649422.3759565,232,244,-12,0.02,HOLD,True
4215,1765649422.505807,230,243,-13,-0.50,HOLD,True
4220,1765649422.5856736,230,235,-5,-1.52,RELEASE,False
4225,1765649422.708992,232,224,8,-2.17,RELEASE,False
4230,1765649422.8059657,229,217,12,-1.60,HOLD,True
4235,1765649422.9097767,231,212,19,-1.02,RELEASE,False
4240,1765649423.005547,230,210,20,-0.56,RELEASE,False
4245,1765649423.1337159,226,211,15,0.23,RELEASE,False
4250,1765649423.255214,228,220,8,1.98,HOLD,True
4255,1765649432.3901467,152,153,-1,0.00,HOLD,True
4260,1765649432.497194,151,154,-3,0.25,HOLD,True
4265,1765649432.6092129,152,155,-3,0.04,HOLD,True
4270,1765649432.7195427,152,155,-3,0.00,RELEASE,False
4275,1765649432.8171935,152,187,-35,4.75,HOLD,True
4280,1765649432.920441,152,210,-58,4.68,HOLD,True
4285,1765649433.0186055,152,232,-80,4.36,HOLD,True
4290,1765649433.1224463,152,241,-89,0.42,HOLD,True
4295,1765649433.2334979,152,241,-89,0.01,HOLD,True
4300,1765649433.33871,152,241,-89,0.00,HOLD,True
4305,1765649433.43512,152,241,-89,0.00,HOLD,True
4310,1765649433.545578,152,241,-89,0.00,HOLD,True
4315,1765649433.6489787,152,241,-89,0.00,HOLD,True
4320,1765649433.7515318,152,241,-89,0.00,HOLD,True
4325,1765649433.8626175,152,241,-89,0.00,HOLD,True
4330,1765649433.948367,152,241,-89,0.00,HOLD,True
4335,1765649434.0712879,152,241,-89,0.00,HOLD,True
4340,1765649434.1632915,152,241,-89,0.00,HOLD,True
4345,1765649434.278076,152,241,-89,0.00,HOLD,True
4350,1765649434.3739595,152,241,-89,0.00,HOLD,True
4355,1765649434.4879212,152,241,-89,0.00,HOLD,True
4360,1765649434.5850923,152,241,-89,0.00,HOLD,True
4365,1765649434.6910393,152,241,-89,0.00,HOLD,True
4370,1765649434.787083,152,241,-89,0.00,HOLD,True
4375,1765649434.901198,152,241,-89,0.00,HOLD,True
4380,1765649434.9937453,152,241,-89,0.00,HOLD,True
4385,1765649435.0787263,152,241,-89,0.00,HOLD,True
4390,1765649435.170746,153,241,-88,0.00,HOLD,True
4395,1765649435.2798796,153,241,-88,0.00,HOLD,True
4400,1765649435.3905303,153,241,-88,0.00,HOLD,True
4405,1765649435.4782476,153,241,-88,0.00,HOLD,True
4410,1765649446.3021176,152,153,-1,0.00,RELEASE,False
4415,1765649446.3878295,151,155,-4,0.62,HOLD,True
4420,1765649446.497802,152,157,-5,0.64,HOLD,True
4425,1765649446.6028259,151,156,-5,-0.23,HOLD,True
4430,1765649446.7139864,151,154,-3,-0.19,HOLD,True
4435,1765649446.8119411,151,152,-1,-0.32,HOLD,True
4440,1765649446.923585,152,149,3,-0.88,RELEASE,False
4445,1765649447.0128162,151,149,2,-0.03,RELEASE,False
4450,1765649447.114299,152,149,3,0.03,RELEASE,False
4455,1765649447.2153509,151,150,1,0.00,RELEASE,False
4460,1765649447.309503,152,153,-1,0.75,HOLD,True
4465,1765649447.4028497,151,155,-4,0.30,HOLD,True
4470,1765649447.5018036,152,158,-6,0.60,RELEASE,False
4475,1765649447.6117432,151,159,-8,0.08,HOLD,True
4480,1765649447.7257297,152,158,-6,-0.53,HOLD,True
4485,1765649447.850312,175,153,22,-0.74,RELEASE,False
4490,1765649447.9506972,198,153,45,-0.43,RELEASE,False
4495,1765649448.0641093,215,159,56,1.77,RELEASE,False
4500,1765649448.1764126,232,172,60,3.46,RELEASE,False
4505,1765649448.2679038,242,185,57,2.26,RELEASE,False
4510,1765649448.3775604,255,210,45,4.35,RELEASE,False
4515,1765649448.4718654,263,237,26,4.39,RELEASE,False
4520,1765649448.5696948,269,246,23,0.57,RELEASE,False
4525,1765649448.6769323,275,246,29,0.02,RELEASE,False
4530,1765649448.7673213,276,246,30,0.00,RELEASE,False
4535,1765649448.8810763,278,246,32,0.00,RELEASE,False
4540,1765649448.9584982,277,246,31,0.00,RELEASE,False
4545,1765649449.0800557,278,246,32,0.00,RELEASE,False
4550,1765649449.1690798,278,246,32,0.00,RELEASE,False
4555,1765649449.2951334,277,246,31,0.00,RELEASE,False
4560,1765649449.4067147,278,246,32,0.00,RELEASE,False
4565,1765649449.517365,278,246,32,0.00,RELEASE,False
4570,1765649449.617325,278,246,32,0.00,RELEASE,False
4575,1765649449.73674,279,246,33,0.00,HOLD,True
4580,1765649449.8340282,279,246,33,0.00,RELEASE,False
4585,1765649449.9283159,279,246,33,0.00,RELEASE,False
4590,1765649450.0351093,264,246,18,0.00,RELEASE,False
4595,1765649450.1370294,238,246,-8,0.00,RELEASE,False
4600,1765649450.227141,217,246,-29,0.00,HOLD,True
4605,1765649450.3425357,189,246,-57,0.00,HOLD,True
4610,1765649450.4342272,171,238,-67,-1.44,HOLD,True
4615,1765649450.5450137,150,221,-71,-4.11,HOLD,True
4620,1765649450.634993,136,204,-68,-1.91,HOLD,True
